Lease,Answer,Real answer,Correct
68,2019-11-02,2017-02-02,0
76,2018-06-28,2019-12-20,0
22,2023-10-01,2021-12-20,0
92,2020-12-15,2021-02-26,0
99,2020-02-01,2020-01-09,0
80,2019-10-31,2019-10-31,1
84,2015-10-01,2015-10-19,0
39,2021-11-01,2021-09-24,0
4,2019-05-01,2015-06-20,0
11,2023-10-01,2024-03-01,0
69,2021-01-06,2020-07-24,0
1,2022-01-25,2022-01-25,1
82,2021-12-21,2021-12-21,1
42,2021-08-10,2021-08-10,1
53,2021-08-01,2021-08-01,1
85,2015-04-26,2015-04-26,1
27,2023-10-01,2006-05-30,0
40,2021-12-01,2021-10-04,0
51,2022-09-22,2022-09-22,1
87,2023-03-01,2023-02-14,0
65,2021-01-18,2021-01-18,1
88,2022-04-01,2022-04-01,1
29,2021-08-30,2017-07-11,0
67,2013-08-07,2013-08-07,1
12,2023-10-01,2015-09-01,0
