Lease,Answer,Real answer,Correct
1,"BarBell Real Estate & HVE, Inc.","BarBell Real Estate, LLC",1
2,The lessor in the agreement is referred to as the LESSOR in the source document.,Sony Chocolate Industries Ltd,0
3,The Wheelership LLC,The Wheelership LLC,1
4,"Venable Tenant, LLC","Venable Tenant, LLC",1
5,Liability of Landlord,Wyomissing Professional Center III Limited Partnership,0
6,Lessor,Hooten Non Exempt Family Trust B,0
7,"AR Industrial No. 1, Ltd.","AR Industrial No. 1, Ltd",1
8,Landlord,"Village Corner, LLC",0
9,GH4 Partners LLC,GH4 Partners LLC,1
10,Landlord,"YESCO Properties, LLC",0
11,Landlord,"Holder Investments, Inc",0
12,Lessor,ORWIG PROPERTY MANAGEMENT CENTER SQUARE LLC,0
13,Landlord,Douglas R. Rippel,0
14,Tenant,"Adairsville GA, LLC",0
15,Lessor,"Narcoossee Acquisitions, LLC",0
17,The lessor in the agreement is referred to as Landlord.,"SRE TKC CHARLESTON IV, LLC",0
18,"Boyer Research Park Associates X, L.C.","BOYER RESEARCH PARK ASSOCIATES X, L.C.",1
19,United States Government,Chicago Executive Airport,0
20,"Up 64 Sidney Street, LLC","UP 64 SIDNEY STREET, LLC",1
21,"Industrial Developments International, Inc.","INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",1
23,Landlord,"MEADOWS OFFICE, L.L.C.",0
24,"Apt Cowork, LLC, a Delaware limited liability company","APT Cowork, LLC",0
25,Landlord,"Wilks Ranch Texas, LTD",0
26,"ARE-708 Quince Orchard, LLC, a Delaware limited liability company","ARE-708 QUINCE ORCHARD, LLC",0
27,The lessor in the agreement is referred to as Lessor.,"FARNAM STREET FINANCIAL, INC",0
28,Iamsa,"Industrias Asociadas Maquiladoras, S.A. de C.V.",0
29,F.E.R. Fischer Edelstahlrohre GmbH,fischer group SE & Co. KG,0
30,Landlord,"Eagle I Investments, L.L.C.",0
31,"Oak Street Real Estate Capital, LLC",CTROOK002 LLC,0
32,"ARE-San Francisco No. 63, LLC","ARE-SAN FRANCISCO NO. 63, LLC",1
33,"Real Estate Investing. East. Smart. For Everyone 1 Penn Plaza 36th Floor, New York, NY, 10119 Hi@landa.App",Landa Properties LLC,0
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
35,"Real Estate Investing. East. Smart. For Everyone 1 Penn Plaza 36th Floor, New York, NY, 10119 hi@landa.app",Landa Properties LLC,0
37,The lessor in the agreement is referred to as the Landlord.,Anthony Nigel Sampson,0
38,"Are-Sd Region No. 71, Llc, a Delaware Limited Liability Company","ARE-SD REGION NO. 71, LLC",0
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
40,Owner or Owners,"BERNARDO WINDELL, LLC",0
41,Owner or Owners,"BERNARDO WINDELL, LLC",0
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
43,"Hudson Towers at Shore Center, LLC, a Delaware limited liability company","Hudson Towers at Shore Center, LLC, a Delaware limited liability company",1
44,Landlord,"Taylyn Holdings, LLC",0
45,Landlord,MINOAN CAPITAL PTY LTD,0
46,"Upper Cheaspeake Flex One, LLC","UPPER CHEASPEAKE FLEX ONE, LLC",1
47,The lessor in the agreement is referred to as the Landlord.,"Apple Moving, Inc.",0
48,Landlord,Sunrise Nominee Trust,0
50,Landlord,NWP BUILDING 20 LLC,0
51,Phil Bosua,Phil Bosua,1
52,Lessor,VISIONS FEDERAL CREDIT UNION,0
53,Lessor,Hooten Non Exempt Family Trust B,0
54,Trustmark National Bank,Trustmark National Bank,1
55,The lessor is referred to as the Lessor in the agreement.,"Price-Poore House, LLC",0
56,"The lessor may take royalty in kind. At any time and from time to time the lessor may at its option notify the lessee that lessor desires its royalty proceeds to be paid direct to it by the purchaser of the mineral or minerals and lessee agrees promptly upon receipt of such notice to make, execute and deliver in writing to lessor a royalty authorization deduction request on a form approved by lessor requiring the mineral purchaser to pay lessor's royalty direct to it.",State of Wyoming,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
59,The lessor in the agreement is referred to as Lessor.,"GIFFORD INVESTMENTS, INC.",0
60,Kathryn Atkinson,Kathryn Joy Atkinson,1
61,"Overlook at Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,"Hangzhou Zhexin Information Technology Co., Ltd","Hangzhou Zhexin Information Technology Co., LTD",1
