Lease,Answer,Real answer,Correct
1,Kyle J. Beller,"BarBell Real Estate, LLC",0
2,The name of the lessor is not explicitly mentioned in the provided source document.,Sony Chocolate Industries Ltd,0
4,"Venable Tenant, LLC","Venable Tenant, LLC",1
6,The name of the lessor is not explicitly mentioned in the provided Source Document.,Hooten Non Exempt Family Trust B,0
7,Landlord,"AR Industrial No. 1, Ltd",0
8,"Village Corner, LLC","Village Corner, LLC",1
9,Blackstone Dry Lease Agreement,GH4 Partners LLC,0
11,"Holder Investments, Inc.","Holder Investments, Inc",1
12,"Orwig Property Management Center Square, LLC",ORWIG PROPERTY MANAGEMENT CENTER SQUARE LLC,1
13,The name of the lessor is not explicitly mentioned in the provided Source Document.,Douglas R. Rippel,0
16,"Exponent Realty, LLC","EXPONENT REALTY, LLC",1
18,"The name of the lessor is ""Ground Lessor"".","BOYER RESEARCH PARK ASSOCIATES X, L.C.",0
19,PAB,Chicago Executive Airport,0
20,"Up 64 Sidney Street, LLC","UP 64 SIDNEY STREET, LLC",1
21,"The name of the lessor is ""Landlord"".","INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",0
22,"The name of the lessor is ""Building 1 (AOTC) / Kymera Therapeutics, Inc.""","ARE-MA REGION NO. 75, LLC",0
24,Owner,"APT Cowork, LLC",0
28,"Industria Asociadas Maquiladoras, S. A. de C. V.","Industrias Asociadas Maquiladoras, S.A. de C.V.",1
29,Gleiss Lutz,fischer group SE & Co. KG,0
30,"Eagle 1 Investments, L.L.C.","Eagle I Investments, L.L.C.",1
31,"The name of the lessor is Oak Street Real Estate Capital, LLC.",CTROOK002 LLC,0
32,Dan Tsang and Dan Stoddard,"ARE-SAN FRANCISCO NO. 63, LLC",0
33,Landa Properties LLC,Landa Properties LLC,1
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
35,Landa Properties LLC,Landa Properties LLC,1
36,The name of the lessor is not explicitly mentioned in the provided source document.,PINAL COUNTY,0
37,The name of the lessor is Anthony Nigel Sampson.,Anthony Nigel Sampson,0
38,"ARE-SD Region No. 71, LLC","ARE-SD REGION NO. 71, LLC",1
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
44,"Wisconsin Fertility and Reproductive Associates, S.C.","Taylyn Holdings, LLC",0
45,Minoan Capital Pty Ltd,MINOAN CAPITAL PTY LTD,1
46,"Clene Nanomedicine, Inc.","UPPER CHEASPEAKE FLEX ONE, LLC",0
47,"Apple Moving, Inc.","Apple Moving, Inc.",1
48,Landlord,Sunrise Nominee Trust,0
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
51,Phil Bosua,Phil Bosua,1
52,Visions Federal Credit Union,VISIONS FEDERAL CREDIT UNION,1
53,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
54,Lessor,Trustmark National Bank,0
55,"Price-Poore House, LLC","Price-Poore House, LLC",1
56,State of Wyoming,State of Wyoming,1
57,"The name of the lessor is Queen Mary and Westfield College, University of London.",Queen Mary Bioenterprises Limited,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
60,The name of the lessor is not explicitly mentioned in the provided Source Document.,Kathryn Joy Atkinson,0
61,"Overlook At Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,"Hangzhou Zhexin Information Technology Co., LTD","Hangzhou Zhexin Information Technology Co., LTD",1
64,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
66,State of Wyoming,STATE OF WYOMING,1
67,The name of the lessor is not explicitly mentioned in the provided Source Document.,McCLELLAN FARM,0
68,The name of the lessor is State of Wyoming.,STATE OF WYOMING,0
69,"105 W First Street Owner, L.L.C.","105 W. First Street Owner, L.L.C.",1
70,Mundo Talio SL,Mundo Talio SL,1
71,The name of the lessor is Steven Atkinson.,Steven and Janet Atkinson,0
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
73,ALC Aircraft Limited,ALC Aircraft Limited,1
75,RFR Commercial,"HP LUMINA, LLC",0
76,E. & E. McLaughlin Ltd.,TARGET GROUP INC.,0
77,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
81,VT Aviation Leasing LLC,VT Aviation Leasing LLC,1
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
85,"Le-Mar Holdings, Inc.","HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,The name of the lessor is ALC Aircraft Limited.,ALC Aircraft Limited,0
