Lease,Answer,Real answer,Correct
1,2022-01-25,2022-01-25,1
2,2023-11-22,2024-03-01,0
4,2010-04-02,2015-06-20,0
5,2007-11-20,1995-03-31,0
6,2022-01-01,2021-08-01,0
7,2009-02-10,2009-02-10,1
11,2020-__-__,2024-03-01,0
12,2022-01-15,2015-09-01,0
13,2017-10-01,2017-01-28,0
14,2021-01-01,2023-12-01,0
15,2017-04-01,2017-04-01,1
16,N/A,2016-04-01,0
17,2021-05-01,2021-01-26,0
21,2007-04-27,2007-04-27,1
22,202_,2021-12-20,0
23,2007-09-28,2007-10-09,0
25,N/A,2022-11-01,0
26,2019-09-01,2019-08-09,0
28,2007-09-01,2007-09-01,1
32,2022-01-01,2019-12-04,0
34,2022-01-05,2022-02-01,0
35,2021-10-29,2021-11-01,0
36,2022-08-04,2022-08-10,0
38,2021-01-14,2021-01-14,1
39,2021-09-24,2021-09-24,1
42,2021-08-10,2021-08-10,1
43,2021-01-01,2021-04-16,0
44,2023-07-01,2023-07-01,1
45,2020-01-29,2020-01-29,1
46,2021-08-10,2021-08-10,1
48,2022-10-07,2022-10-01,0
51,2022-09-22,2022-09-22,1
53,2022-01-01,2021-08-01,0
54,2021-03-17,2021-03-17,1
56,2029-08-01,2017-02-02,0
57,2022-10-20,2022-10-20,1
58,2021-01-01,2021-09-01,0
60,2022-04-01,2022-04-01,1
61,,2020-09-18,0
62,2022-09-22,2022-09-22,1
64,2021-01-18,2021-01-18,1
68,2017-02-02,2017-02-02,1
69,2021-06-10,2020-07-24,0
70,2020-09-01,2021-02-23,0
71,2022-04-01,2024-04-01,0
72,2022-04-01,2024-04-01,0
73,2023-03-01,2023-02-14,0
76,2022-01-01,2019-12-20,0
79,2021-02-26,2021-02-26,1
80,2019-10-31,2019-10-31,1
82,2022-01-01,2021-12-21,0
84,2015-10-19,2015-10-19,1
85,2015-04-26,2015-04-26,1
86,2023-03-01,2023-02-14,0
87,2023-02-14,2023-02-14,1
88,2022-04-01,2022-04-01,1
90,2019-10-31,2019-10-31,1
91,2022-01-01,2020-12-22,0
92,2021-02-26,2021-02-26,1
93,2022-01-01,2018-01-29,0
95,2021-07-19,2021-07-19,1
96,2020-01-01,2020-01-01,1
97,2021-11-01,2021-09-24,0
99,2020-01-09,2020-01-09,1
100,2013-08-07,2013-08-07,1
