Lease,Answer,Real answer,Correct
1,"BarBell Real Estate & HVE, Inc.","BarBell Real Estate, LLC",1
2,The name of the lessor in the agreement is the LESSOR.,Sony Chocolate Industries Ltd,0
3,The Wheelership LLC,The Wheelership LLC,1
4,"Venable Tenant, LLC","Venable Tenant, LLC",1
5,Marathon Business,Wyomissing Professional Center III Limited Partnership,0
6,Lessor,Hooten Non Exempt Family Trust B,0
7,"AR Industrial No. 1, Ltd.","AR Industrial No. 1, Ltd",1
8,Landlord,"Village Corner, LLC",0
9,GH4 Partners LLC,GH4 Partners LLC,1
10,Landlord,"YESCO Properties, LLC",0
11,The name of the lessor in the agreement is Landlord.,"Holder Investments, Inc",0
12,Lessor,ORWIG PROPERTY MANAGEMENT CENTER SQUARE LLC,0
13,Landlord,Douglas R. Rippel,0
14,The name of the lessor in the agreement is Landlord.,"Adairsville GA, LLC",0
15,The name of the lessor in the agreement is Lessor.,"Narcoossee Acquisitions, LLC",0
16,"Exponent Realty, L.L.C., a Delaware limited liability company.","EXPONENT REALTY, LLC",0
17,The name of the lessor in the agreement is Landlord.,"SRE TKC CHARLESTON IV, LLC",0
18,"Boyer Research Park Associates X, L.C., a Utah limited liability company.","BOYER RESEARCH PARK ASSOCIATES X, L.C.",0
19,Chicago Executive Airport,Chicago Executive Airport,1
20,"UP 64 SIDNEY STREET, LLC","UP 64 SIDNEY STREET, LLC",1
21,"Industrial Developments International, Inc.","INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",1
22,"ARE-MA REGION NO. 75, LLC, a Delaware limited liability company","ARE-MA REGION NO. 75, LLC",0
23,Landlord,"MEADOWS OFFICE, L.L.C.",0
24,"APT Cowork, LLC, a Delaware limited liability company","APT Cowork, LLC",0
25,The name of the lessor in the agreement is Landlord.,"Wilks Ranch Texas, LTD",0
26,"ARE-708 Quince Orchard, LLC, a Delaware limited liability company","ARE-708 QUINCE ORCHARD, LLC",0
27,Lessor,"FARNAM STREET FINANCIAL, INC",0
28,IAMSA,"Industrias Asociadas Maquiladoras, S.A. de C.V.",0
29,F.E.R. Fischer Edelstahlrohre GmbH,fischer group SE & Co. KG,0
30,Landlord,"Eagle I Investments, L.L.C.",0
31,"Oak Street Real Estate Capital, LLC",CTROOK002 LLC,0
32,"ARE-SAN FRANCISCO NO. 63, LLC, a Delaware limited liability company","ARE-SAN FRANCISCO NO. 63, LLC",0
