Lease,Answer,Real answer,Correct
2,2023-11-22,2024-03-01,0
3,N/A,2021-11-01,0
4,2010-10-01,2015-06-20,0
5,2007-05-01,1995-03-31,0
6,2023-01-01,2021-08-01,0
8,2003-11-01,2003-03-21,0
10,2018-06-29,2018-07-05,0
11,2027-02-28,2024-03-01,0
13,2017-10-01,2017-01-28,0
14,2022-01-02,2023-12-01,0
16,2016-04-01,2016-04-01,1
17,2021-05-01,2021-01-26,0
18,2022-01-15,2019-01-31,0
20,2008-01-23,2020-10-01,0
21,2022-01-15,2007-04-27,0
22,202_,2021-12-20,0
25,2023-11-01,2022-11-01,0
28,2007-09-01,2007-09-01,1
30,2022-01-01,2016-06-20,0
31,2020-01-01,2022-09-01,0
33,2022-01-31,2022-01-31,1
34,2022-01-31,2022-02-01,0
35,2021-11-01,2021-11-01,1
36,2022-01-01,2022-08-10,0
38,2021-12-01,2021-01-14,0
39,2021-11-01,2021-09-24,0
40,20____,2021-10-04,0
41,20____,2021-10-04,0
42,2023-04-15,2021-08-10,0
43,2021-04-16,2021-04-16,1
44,2020-10-01,2023-07-01,0
45,2020-02-01,2020-01-29,0
46,2021-12-01,2021-08-10,0
47,2019-10-30,2019-11-01,0
48,2022-10-01,2022-10-01,1
50,2020-__-__,2021-09-01,0
53,N/A,2021-08-01,0
54,2021-06-01,2021-03-17,0
55,2022-09-28,2022-09-28,1
56,2017-02-02,2017-02-02,1
57,2022-10-20,2022-10-20,1
59,2006-05-19,2006-05-19,1
60,2022-01-01,2022-04-01,0
61,2020-10-01,2020-09-18,0
62,2022-09-22,2022-09-22,1
63,2020-08-26,2020-08-26,1
64,2021-01-18,2021-01-18,1
65,2021-01-18,2021-01-18,1
66,2017-02-02,2017-02-02,1
67,2013-08-07,2013-08-07,1
69,2021-01-06,2020-07-24,0
71,2022-04-01,2024-04-01,0
73,2023-03-01,2023-02-14,0
74,2019-12-16,2019-12-16,1
75,2015-04-26,2015-04-26,1
76,2022-01-01,2019-12-20,0
77,201_,2015-10-19,0
79,2022-02-26,2021-02-26,0
80,N/A,2019-10-31,0
81,2022-01-01,2021-12-21,0
82,N/A,2021-12-21,0
85,2015-04-26,2015-04-26,1
86,2023-03-01,2023-02-14,0
87,2023-03-01,2023-02-14,0
88,2022-01-01,2022-04-01,0
90,N/A,2019-10-31,0
91,N/A,2020-12-22,0
93,N/A,2018-01-29,0
94,1988-02-08,1988-02-08,1
95,2021-07-19,2021-07-19,1
96,2020-01-01,2020-01-01,1
97,2021-11-01,2021-09-24,0
98,2020-03-30,2020-03-30,1
