Lease,Answer,Real answer,Correct
1,2022-01-25,2022-01-25,1
2,2024-03-01,2024-03-01,1
3,2022-01-01,2021-11-01,0
4,2010-07-06,2015-06-20,0
5,2007-11-20,1995-03-31,0
6,N/A,2021-08-01,0
7,2010-01-31,2009-02-10,0
8,2003-03-21,2003-03-21,1
10,2018-06-29,2018-07-05,0
11,2020-__-__,2024-03-01,0
12,N/A,2015-09-01,0
13,2017-10-01,2017-01-28,0
14,2023-12-01,2023-12-01,1
15,2017-04-01,2017-04-01,1
16,2016-03-10,2016-04-01,0
17,2021-01-26,2021-01-26,1
18,2022-01-22,2019-01-31,0
20,2008-01-23,2020-10-01,0
21,2007-04-26,2007-04-27,0
23,2007-10-09,2007-10-09,1
25,N/A,2022-11-01,0
26,2019-08-09,2019-08-09,1
28,2007-09-01,2007-09-01,1
30,2016-06-20,2016-06-20,1
31,2022-03-07,2022-09-01,0
32,2022-01-01,2019-12-04,0
33,2022-01-31,2022-01-31,1
34,2022-02-01,2022-02-01,1
35,2021-10-29,2021-11-01,0
36,2022-08-10,2022-08-10,1
37,2021-07-15,2021-07-15,1
39,N/A,2021-09-24,0
41,2020-__-__,2021-10-04,0
43,2021-04-16,2021-04-16,1
44,2023-07-01,2023-07-01,1
46,2021-08-10,2021-08-10,1
47,2019-11-01,2019-11-01,1
48,2022-10-01,2022-10-01,1
50,2020-__-__,2021-09-01,0
51,2022-09-22,2022-09-22,1
52,2022-12-07,2022-12-07,1
53,2022-01-01,2021-08-01,0
54,2021-03-17,2021-03-17,1
55,2022-09-28,2022-09-28,1
56,2017-02-02,2017-02-02,1
58,2021-01-01,2021-09-01,0
60,2022-01-01,2022-04-01,0
61,2022-01-15,2020-09-18,0
62,2022-09-22,2022-09-22,1
63,2020-08-26,2020-08-26,1
64,2021-01-18,2021-01-18,1
65,2021-01-18,2021-01-18,1
67,2013-08-07,2013-08-07,1
69,2021-06-10,2020-07-24,0
70,2020-09-01,2021-02-23,0
71,2022-04-01,2024-04-01,0
72,2022-01-01,2024-04-01,0
73,2023-02-14,2023-02-14,1
74,2019-12-16,2019-12-16,1
76,2019-12-20,2019-12-20,1
77,2015-10-19,2015-10-19,1
79,2021-02-26,2021-02-26,1
80,2019-10-31,2019-10-31,1
81,2022-01-01,2021-12-21,0
82,2022-01-15,2021-12-21,0
84,2015-10-__,2015-10-19,0
85,2015-04-26,2015-04-26,1
86,2023-02-14,2023-02-14,1
87,2023-02-14,2023-02-14,1
90,2019-10-31,2019-10-31,1
91,N/A,2020-12-22,0
93,2016-01-01,2018-01-29,0
94,1988-02-08,1988-02-08,1
96,2022-01-15,2020-01-01,0
97,2021-09-24,2021-09-24,1
99,2021-01-01,2020-01-09,0
