Lease,Answer,Real answer,Correct
1,Kyle J. Beller,"BarBell Real Estate, LLC",0
2,Augmedix Bangladesh Ltd.,Sony Chocolate Industries Ltd,0
3,Licensor,The Wheelership LLC,0
4,"Venable Tenant, LLC","Venable Tenant, LLC",1
5,Fee Owner of the Premises,Wyomissing Professional Center III Limited Partnership,0
6,Lessor,Hooten Non Exempt Family Trust B,0
7,Landlord,"AR Industrial No. 1, Ltd",0
8,"Village Corner, LLC","Village Corner, LLC",1
9,Blackstone,GH4 Partners LLC,0
10,Landlord,"YESCO Properties, LLC",0
11,"Landlord Holder Investments, Inc.","Holder Investments, Inc",1
12,"Orwig Property Management Center Square, LLC",ORWIG PROPERTY MANAGEMENT CENTER SQUARE LLC,1
13,The lessor in the agreement is referred to as Landlord.,Douglas R. Rippel,0
14,Landlord,"Adairsville GA, LLC",0
15,Lessor,"Narcoossee Acquisitions, LLC",0
16,"Exponent Realty, LLC","EXPONENT REALTY, LLC",1
17,Landlord,"SRE TKC CHARLESTON IV, LLC",0
18,Landlord,"BOYER RESEARCH PARK ASSOCIATES X, L.C.",0
19,Lessor,Chicago Executive Airport,0
20,"Up 64 Sidney Street, LLC","UP 64 SIDNEY STREET, LLC",1
21,Lender,"INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",0
22,Cushman & Wakefield,"ARE-MA REGION NO. 75, LLC",0
23,Landlord,"MEADOWS OFFICE, L.L.C.",0
24,Owner,"APT Cowork, LLC",0
25,Landlord,"Wilks Ranch Texas, LTD",0
26,Landlord,"ARE-708 QUINCE ORCHARD, LLC",0
27,The lessor is referred to as the Lessor in the agreement.,"FARNAM STREET FINANCIAL, INC",0
28,"Industrias Asociadas Maquiladoras, S.A. de C.V.","Industrias Asociadas Maquiladoras, S.A. de C.V.",1
29,F.E.R. Fischer Edelstahlrohre GmbH,fischer group SE & Co. KG,0
30,"Eagle 1 Investments, L.L.C.","Eagle I Investments, L.L.C.",1
31,"Oak Street Real Estate Capital, LLC",CTROOK002 LLC,0
32,Landlord,"ARE-SAN FRANCISCO NO. 63, LLC",0
33,Landa Properties LLC,Landa Properties LLC,1
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
35,Landa Properties LLC,Landa Properties LLC,1
36,Landlord,PINAL COUNTY,0
37,Anthony Nigel Sampson,Anthony Nigel Sampson,1
38,"Are-Sd Region No. 71, Llc, a Delaware Limited Liability Company","ARE-SD REGION NO. 71, LLC",0
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
40,Owner or Owners,"BERNARDO WINDELL, LLC",0
41,Owner or Owners,"BERNARDO WINDELL, LLC",0
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
43,Landlord,"Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
44,Landlord,"Taylyn Holdings, LLC",0
45,Minoan Capital Pty Ltd,MINOAN CAPITAL PTY LTD,1
46,The lessor in the agreement is referred to as the Landlord.,"UPPER CHEASPEAKE FLEX ONE, LLC",0
47,"Apple Moving, Inc.","Apple Moving, Inc.",1
48,Landlord,Sunrise Nominee Trust,0
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
50,Owner or Owners at the time in question of the Property,NWP BUILDING 20 LLC,0
51,Phil Bosua,Phil Bosua,1
52,Visions Federal Credit Union,VISIONS FEDERAL CREDIT UNION,1
53,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
54,The lessor in the agreement is referred to as Lessor.,Trustmark National Bank,0
55,"Price-Poore House, LLC","Price-Poore House, LLC",1
56,State of Wyoming,State of Wyoming,1
57,"Queen Mary and Westfield College, University of London",Queen Mary Bioenterprises Limited,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
59,The lessor in the agreement is referred to as Lessor.,"GIFFORD INVESTMENTS, INC.",0
60,The Lessor,Kathryn Joy Atkinson,0
61,"Overlook at Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,"Hangzhou Zhexin Information Technology Co., Ltd","Hangzhou Zhexin Information Technology Co., LTD",1
64,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
66,State of Wyoming acting by and through its Board of Land Commissioners,STATE OF WYOMING,0
67,"Bacterin International, Inc.",McCLELLAN FARM,0
68,State of Wyoming Board of Land Commissioners,STATE OF WYOMING,0
69,"105 W First Street Owner, L.L.C.","105 W. First Street Owner, L.L.C.",1
70,Mundo Talio SL,Mundo Talio SL,1
71,Steven Atkinson,Steven and Janet Atkinson,0
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,The lessor in the agreement is referred to as Lessor.,"5550 Nicollet, LLC",0
75,"Le-Mar Holdings, Inc.","HP LUMINA, LLC",0
76,E. & E. McLaughlin Ltd.,TARGET GROUP INC.,0
