Lease,Answer,Real answer,Correct
1,The name of the lessor is BarBell Real Estate.,"BarBell Real Estate, LLC",0
3,The Wheelership LLC,The Wheelership LLC,1
4,"Venable Tenant, LLC","Venable Tenant, LLC",1
7,"AR Industrial No. 1, Ltd.","AR Industrial No. 1, Ltd",1
9,GH4 Partners LLC,GH4 Partners LLC,1
16,"Exponent Realty, LLC","EXPONENT REALTY, LLC",1
17,Jones Lang LaSalle,"SRE TKC CHARLESTON IV, LLC",0
18,"Boyer Research Park Associates X, L.C., a Utah limited liability company","BOYER RESEARCH PARK ASSOCIATES X, L.C.",0
19,The name of the lessor is Chicago Executive Airport.,Chicago Executive Airport,0
20,"Up 64 Sidney Street, LLC","UP 64 SIDNEY STREET, LLC",1
21,"Industrial Developments International, Inc.","INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",1
22,"ARE-MA Region No. 75, LLC, a Delaware limited liability company","ARE-MA REGION NO. 75, LLC",0
23,The name of the lessor is not explicitly mentioned in the provided Source Document.,"MEADOWS OFFICE, L.L.C.",0
24,"Apt Cowork, LLC","APT Cowork, LLC",1
26,"The name of the lessor is Are-708 Quince Orchard, LLC.","ARE-708 QUINCE ORCHARD, LLC",0
27,The name of the lessor is not explicitly mentioned in the provided Source Document.,"FARNAM STREET FINANCIAL, INC",0
28,Iamsa,"Industrias Asociadas Maquiladoras, S.A. de C.V.",0
29,"Advent Technologies Holding, Inc.",fischer group SE & Co. KG,0
31,"Oak Street Real Estate Capital, LLC",CTROOK002 LLC,0
32,"The name of the lessor is Are-San Francisco No. 63, LLC.","ARE-SAN FRANCISCO NO. 63, LLC",0
33,Real Estate Investing. East. Smart. For Everyone,Landa Properties LLC,0
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
35,Real Estate Investing. East. Smart. For Everyone,Landa Properties LLC,0
36,Pinal County,PINAL COUNTY,1
38,"ARE-SD Region No. 71, LLC","ARE-SD REGION NO. 71, LLC",1
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
41,The name of the lessor is not explicitly mentioned in the provided Source Document.,"BERNARDO WINDELL, LLC",0
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
43,"Hudson Towers at Shore Center, LLC","Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
44,Landlord,"Taylyn Holdings, LLC",0
45,"The name of the lessor is not explicitly mentioned in the provided Source Document. The document refers to the lessor as ""LANDLORD"" and states that the party is recorded in Item 1 of the SCHEDULE.",MINOAN CAPITAL PTY LTD,0
46,"Upper Cheaspeake Flex One, LLC","UPPER CHEASPEAKE FLEX ONE, LLC",1
47,The name of the lessor is not explicitly mentioned in the provided Source Document.,"Apple Moving, Inc.",0
48,The name of the lessor is Landlord.,Sunrise Nominee Trust,0
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
51,Phil Bosua,Phil Bosua,1
54,Trustmark National Bank,Trustmark National Bank,1
56,Board of Land Commissioners,State of Wyoming,0
57,Queen Mary BioEnterprises Innovation Centre,Queen Mary Bioenterprises Limited,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
60,Kathryn Atkinson,Kathryn Joy Atkinson,1
61,"Overlook At Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,"The name of the lessor is Hangzhou Zhexin Information Technology Co., LTD.","Hangzhou Zhexin Information Technology Co., LTD",0
