Lease,Answer,Real answer,Correct
1,"BarBell Real Estate, LLC","BarBell Real Estate, LLC",1
2,LESSOR,Sony Chocolate Industries Ltd,0
3,The WHEELERSHIP LLC,The Wheelership LLC,1
4,Entity Name,"Venable Tenant, LLC",0
5,"WYOMISSING PROFESSIONAL CENTER III, LIMITED PARTNERSHIP",Wyomissing Professional Center III Limited Partnership,1
6,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
7,Landlord,"AR Industrial No. 1, Ltd",0
8,Landlord,"Village Corner, LLC",0
9,BLACKSTONE,GH4 Partners LLC,0
10,Assignment,"YESCO Properties, LLC",0
11,Landlord,"Holder Investments, Inc",0
12,Embassy Bank,ORWIG PROPERTY MANAGEMENT CENTER SQUARE LLC,0
13,Landlord,Douglas R. Rippel,0
14,Intentionally Omitted,"Adairsville GA, LLC",0
15,Landlord,"Narcoossee Acquisitions, LLC",0
16,Landlord,"EXPONENT REALTY, LLC",0
17,,"SRE TKC CHARLESTON IV, LLC",0
18,B.,"BOYER RESEARCH PARK ASSOCIATES X, L.C.",0
19,Lessee,Chicago Executive Airport,0
20,University Park,"UP 64 SIDNEY STREET, LLC",0
21,Reserved,"INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",0
22,Landlord,"ARE-MA REGION NO. 75, LLC",0
23,7,"MEADOWS OFFICE, L.L.C.",0
24,"APT Cowork, LLC","APT Cowork, LLC",1
25,Landlord,"Wilks Ranch Texas, LTD",0
26,"Alexandria Real Estate Equities, Inc","ARE-708 QUINCE ORCHARD, LLC",0
27,Lessor,"FARNAM STREET FINANCIAL, INC",0
28,Lessor,"Industrias Asociadas Maquiladoras, S.A. de C.V.",0
29,Gleiss Lutz,fischer group SE & Co. KG,0
30,,"Eagle I Investments, L.L.C.",0
31,C.,CTROOK002 LLC,0
32,entity,"ARE-SAN FRANCISCO NO. 63, LLC",0
33,Landa Properties LLC,Landa Properties LLC,1
34,Landa App LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,0
35,Landa Properties LLC,Landa Properties LLC,1
36,C.,PINAL COUNTY,0
37,Landlord,Anthony Nigel Sampson,0
38,Not provided in the context.,"ARE-SD REGION NO. 71, LLC",0
39,Landlord,"CARGILL, INCORPORATED",0
40,8-17-19-25,"BERNARDO WINDELL, LLC",0
41,8-17-19-25,"BERNARDO WINDELL, LLC",0
42,100 CHESAPEAKE BLVD LLC,100 CHESAPEAKE BLVD LLC,1
43,,"Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
44,Not specified in the provided context.,"Taylyn Holdings, LLC",0
45,Duly Authorized,MINOAN CAPITAL PTY LTD,0
46,Landlord,"UPPER CHEASPEAKE FLEX ONE, LLC",0
47,"Apple Moving, INC.","Apple Moving, Inc.",1
48,Sunrise Nominee Trust,Sunrise Nominee Trust,1
49,Landlord,"Cruiser Lane, LLC",0
50,24,NWP BUILDING 20 LLC,0
51,Phil Bosua,Phil Bosua,1
52,Visions Federal Credit Union,VISIONS FEDERAL CREDIT UNION,1
53,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
54,Jamie Justice/Colliers International,Trustmark National Bank,0
55,"Price-Poore House, LLC","Price-Poore House, LLC",1
56,B.,State of Wyoming,0
57,Landlord,Queen Mary Bioenterprises Limited,0
58,Party A,"Sichuan Anyi Hengke Technology Co., Ltd.",0
59,Lessor,"GIFFORD INVESTMENTS, INC.",0
60,Access,Kathryn Joy Atkinson,0
