Lease,Answer,Real answer,Correct
78,Lessor,"Rehco Holdings, LLC",0
68,Lessor,STATE OF WYOMING,0
76,Lessor,TARGET GROUP INC.,0
22,Lessor,"ARE-MA REGION NO. 75, LLC",0
92,Lessor,Ever Winland Limited,0
99,Lessor,Wickfield Phoenix LLC,0
80,Lessor,Ailanthus L.L.C.,0
84,Lessor,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
39,Lessor,"CARGILL, INCORPORATED",0
4,Lessor,"Venable Tenant, LLC",0
11,Lessor,"Holder Investments, Inc",0
69,Lessor,"105 W. First Street Owner, L.L.C.",0
1,Lessor,"BarBell Real Estate, LLC",0
82,Lessor,VT Equipment Leasing LLC,0
42,Lessor,100 CHESAPEAKE BLVD LLC,0
53,Lessor,Hooten Non Exempt Family Trust B,0
85,Lessor,"HP LUMINA, LLC",0
27,Lessor,"FARNAM STREET FINANCIAL, INC",0
9,Lessor,GH4 Partners LLC,0
40,Lessor,"BERNARDO WINDELL, LLC",0
51,landlord,Phil Bosua,0
87,Lessor,ALC Aircraft Limited,0
65,Lessor,"Beijing Guochuan Borui Technology Co., Ltd.",0
88,Lessor,Steven and Janet Atkinso,0
29,Lessor,fischer group SE & Co. KG,0
67,landlord,McCLELLAN FARM,0
12,landlord,ORWIG PROPERTY MANAGEMENT CENTER SQUARE LLC,0
45,landlord,MINOAN CAPITAL PTY LTD,0
17,Lessor,"SRE TKC CHARLESTON IV, LLC",0
55,Lessor,"Price-Poore House, LLC",0
25,Lessor,"Wilks Ranch Texas, LTD",0
14,Lessor,"Adairsville GA, LLC",0
70,Lessor,Mundo Talio SL,0
36,Lessor,PINAL COUNTY,0
8,landlord,"Village Corner, LLC",0
34,Lessor,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,0
52,landlord,VISIONS FEDERAL CREDIT UNION,0
19,Lessor,Chicago Executive Airport,0
43,landlord,"Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
15,Lessor,"Narcoossee Acquisitions, LLC",0
21,Lessor,"INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",0
59,Lessor,"GIFFORD INVESTMENTS, INC.",0
96,Lessor,"UCB, INC.",0
47,landlord,"Apple Moving, Inc.",0
3,landlord,The Wheelership LLC,0
57,Lessor,Queen Mary Bioenterprises Limited,0
16,Lessor,"EXPONENT REALTY, LLC",0
72,Lessor,Kathryn Joy Atkinson,0
6,Lessor,Hooten Non Exempt Family Trust B,0
83,Lessor,"Rehco Holdings, LLC",0
49,landlord,"Cruiser Lane, LLC",0
86,Lessor,ALC Aircraft Limited,0
95,landlord,Mo Industripark AS,0
26,Lessor,"ARE-708 QUINCE ORCHARD, LLC",0
20,Lessor,"UP 64 SIDNEY STREET, LLC",0
44,Lessor,"Taylyn Holdings, LLC",0
63,Lessor,"Hangzhou Zhexin Information Technology Co., LTD",0
50,Lessor,NWP BUILDING 20 LLC,0
89,landlord,Queen Mary Bioenterprises Limited,0
41,Lessor,"BERNARDO WINDELL, LLC",0
93,Lessor,"Penta Partners, LLC",0
61,Lessor,"Overlook At Rob Roy Owner, LLC",0
31,Lessor,CTROOK002 LLC,0
2,Lessor,Sony Chocolate Industries Ltd,0
58,Lessor,"Sichuan Anyi Hengke Technology Co., Ltd.",0
7,Lessor,"AR Industrial No. 1, Ltd",0
24,Lessor,"APT Cowork, LLC",0
71,Lessor,Steven and Janet Atkinson,0
56,Lessor,State of Wyoming,0
98,Lessor,"Beijing Hontao Management Consulting Co., Ltd.",0
