Lease,Answer,Real answer,Correct
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
68,,STATE OF WYOMING,0
76,"E. Canary is a tenant at lands and premises municipally known as 385 Second Avenue West, Simcoe, Ontario (the “Premises”) pursuant to a Lease made the 28th day of June, 2018 between E. & E. McLaughlin Ltd., as Landlord, and Canary, as Tenant (the “Lease”).",TARGET GROUP INC.,0
22,Suzie Markin and Dante Angelucci,"ARE-MA REGION NO. 75, LLC",0
92,Ever Winland Limited,Ever Winland Limited,1
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
80,"The name of the lessor is not explicitly mentioned in the provided source document. The term 'Landlord' is used, but it does not specify a full name.",Ailanthus L.L.C.,0
84,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
4,"Venable Tenant, LLC","Venable Tenant, LLC",1
11,"HOLDER INVESTMENTS, INC.","Holder Investments, Inc",1
69,"105 W First Street Owner, L.L.C., A Delaware Limited Liability Company","105 W. First Street Owner, L.L.C.",0
1,Kyle J. Beller,"BarBell Real Estate, LLC",0
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
53,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
85,Landlord,"HP LUMINA, LLC",0
27,Lessor,"FARNAM STREET FINANCIAL, INC",0
9,Blackstone,GH4 Partners LLC,0
40,"The name of the lessor is not explicitly mentioned in the provided source document. The term 'Landlord' is used, but it does not specify a full name.","BERNARDO WINDELL, LLC",0
51,Phil Bosua,Phil Bosua,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
88,"The Lessor enters into this Lease as an independent contractor and in no sense is the Lessee or the Lessee’s employees, invitees or agents to be considered an agent of or under the control of the Lessor.",Steven and Janet Atkinso,0
29,F.E.R. Fischer Edelstahlrohre GmbH,fischer group SE & Co. KG,0
67,The Lessor is not explicitly named in the provided text. The document refers to the Lessor generically without providing a specific name.,McCLELLAN FARM,0
12,"Orwig Property Management Center Square, LLC",ORWIG PROPERTY MANAGEMENT CENTER SQUARE LLC,1
45,Minoan Capital Pty Ltd,MINOAN CAPITAL PTY LTD,1
17,Landlord.,"SRE TKC CHARLESTON IV, LLC",0
55,"Price-Poore House, LLC","Price-Poore House, LLC",1
25,The name of the lessor is not explicitly mentioned in the provided source document.,"Wilks Ranch Texas, LTD",0
14,The name of the lessor is not explicitly mentioned in the provided source document.,"Adairsville GA, LLC",0
70,Mundo Talio SL,Mundo Talio SL,1
36,The Landlord named herein and its permitted successors and assigns.,PINAL COUNTY,0
8,Embassy Bank,"Village Corner, LLC",0
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
52,Lessor shall provide Lessee with the name of Lessor's employee(s) or agent(s) who shall be the only individuals to receive inquiries or other matters pertaining to this lease.,VISIONS FEDERAL CREDIT UNION,0
19,"The name of the lessor is not explicitly mentioned in the provided source document. Therefore, I cannot provide the exact name.",Chicago Executive Airport,0
43,"The exact name of the lessor is not explicitly mentioned in the provided source document. The term 'Landlord' is used, but no specific name is given.","Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
15,The name of the lessor is not explicitly mentioned in the provided source document. The document refers to the lessor as 'LESSOR' without providing a specific name.,"Narcoossee Acquisitions, LLC",0
21,Landlord,"INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",0
59,"The name of the lessor is not explicitly mentioned in the provided source document. Therefore, I cannot provide the exact name.","GIFFORD INVESTMENTS, INC.",0
96,Landlord,"UCB, INC.",0
47,"Apple Moving, INC.","Apple Moving, Inc.",1
3,Licensor,The Wheelership LLC,0
57,"Queen Mary and Westfield College, University of London.",Queen Mary Bioenterprises Limited,0
16,"Exponent Realty, LLC","EXPONENT REALTY, LLC",1
72,The Lessor enters into this Lease as an independent contractor.,Kathryn Joy Atkinson,0
6,Lessor,Hooten Non Exempt Family Trust B,0
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
86,ALC Aircraft Limited,ALC Aircraft Limited,1
95,Mo Industripark AS,Mo Industripark AS,1
