Lease,Answer,Real answer,Correct
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
68,State of Wyoming,STATE OF WYOMING,1
76,TARGET GROUP INC.,TARGET GROUP INC.,1
22,Landlord,"ARE-MA REGION NO. 75, LLC",0
92,Landlord,Ever Winland Limited,0
99,Landlord,Wickfield Phoenix LLC,0
80,Landlord,Ailanthus L.L.C.,0
84,Landlord,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
39,"CARGILL, INCORPORATED","CARGILL, INCORPORATED",1
4,Landlord,"Venable Tenant, LLC",0
11,"HOLDER INVESTMENTS, INC.","Holder Investments, Inc",1
69,Landlord,"105 W. First Street Owner, L.L.C.",0
1,Kyle J. Beller,"BarBell Real Estate, LLC",0
82,[Entity Name],VT Equipment Leasing LLC,0
42,Landlord,100 CHESAPEAKE BLVD LLC,0
53,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
85,Landlord,"HP LUMINA, LLC",0
27,Lessor,"FARNAM STREET FINANCIAL, INC",0
9,BLACKSTONE,GH4 Partners LLC,0
40,Landlord,"BERNARDO WINDELL, LLC",0
51,Phil Bosua,Phil Bosua,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
65,Party A,"Beijing Guochuan Borui Technology Co., Ltd.",0
88,Lessor,Steven and Janet Atkinso,0
29,fischer_group SE & Co. KG,fischer group SE & Co. KG,1
67,McClellan Farm,McCLELLAN FARM,1
12,Lessor,ORWIG PROPERTY MANAGEMENT CENTER SQUARE LLC,0
45,MINOAN CAPITAL PTY LTD,MINOAN CAPITAL PTY LTD,1
17,Landlord,"SRE TKC CHARLESTON IV, LLC",0
55,"Price-Poore House, LLC","Price-Poore House, LLC",1
25,Landlord,"Wilks Ranch Texas, LTD",0
14,Landlord,"Adairsville GA, LLC",0
70,The Lessor,Mundo Talio SL,0
36,Landlord,PINAL COUNTY,0
8,"Village Corner, LLC","Village Corner, LLC",1
34,Landa App LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,0
52,Lessor,VISIONS FEDERAL CREDIT UNION,0
19,Chicago Executive Airport,Chicago Executive Airport,1
43,JAMS,"Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
15,"Narcoossee Acquisitions, LLC","Narcoossee Acquisitions, LLC",1
21,Landlord,"INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",0
59,Lessor,"GIFFORD INVESTMENTS, INC.",0
96,Landlord,"UCB, INC.",0
47,"Apple Moving, INC.","Apple Moving, Inc.",1
3,Licensor,The Wheelership LLC,0
57,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
16,"Exponent Realty, LLC","EXPONENT REALTY, LLC",1
72,Lessor,Kathryn Joy Atkinson,0
6,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
86,ALC Aircraft Limited,ALC Aircraft Limited,1
95,Mo Industripark AS,Mo Industripark AS,1
26,Landlord,"ARE-708 QUINCE ORCHARD, LLC",0
20,Landlord,"UP 64 SIDNEY STREET, LLC",0
44,Landlord,"Taylyn Holdings, LLC",0
63,Party A,"Hangzhou Zhexin Information Technology Co., LTD",0
50,Landlord,NWP BUILDING 20 LLC,0
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
41,Landlord,"BERNARDO WINDELL, LLC",0
93,"Penta Partners, LLC","Penta Partners, LLC",1
61,Lessor,"Overlook At Rob Roy Owner, LLC",0
31,CTROOK002 LLC,CTROOK002 LLC,1
2,Augmedix Bangladesh Ltd.,Sony Chocolate Industries Ltd,0
58,Party A,"Sichuan Anyi Hengke Technology Co., Ltd.",0
7,Lessor,"AR Industrial No. 1, Ltd",0
24,Owner Provider,"APT Cowork, LLC",0
71,Steven Atkinson,Steven and Janet Atkinson,0
56,STATE OF WYOMING,State of Wyoming,1
98,"Beijing Hontao Management Consulting Co., Ltd","Beijing Hontao Management Consulting Co., Ltd.",1
