Lease,Answer,Real answer,Correct
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
68,"Ciner Wyoming, LLC",STATE OF WYOMING,0
76,E. & E. McLaughlin Ltd.,TARGET GROUP INC.,0
22,My LLC,"ARE-MA REGION NO. 75, LLC",0
92,Ever Winland Limited,Ever Winland Limited,1
99,MY LLC,Wickfield Phoenix LLC,0
80,MY LLC,Ailanthus L.L.C.,0
84,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
4,"Venable Tenant, LLC","Venable Tenant, LLC",1
11,"HOLDER INVESTMENTS, INC.","Holder Investments, Inc",1
69,"105 W First Street Owner, L.L.C., A Delaware Limited Liability Company","105 W. First Street Owner, L.L.C.",0
1,Kyle J. Beller,"BarBell Real Estate, LLC",0
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
53,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
85,My LLC,"HP LUMINA, LLC",0
27,MY LLC,"FARNAM STREET FINANCIAL, INC",0
9,GH4 Partners LLC,GH4 Partners LLC,1
40,My LLC,"BERNARDO WINDELL, LLC",0
51,Phil Bosua,Phil Bosua,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
88,Steven Atkinson,Steven and Janet Atkinso,0
29,MY LLC,fischer group SE & Co. KG,0
67,My LLC,McCLELLAN FARM,0
12,"Orwig Property Management Center Square, LLC",ORWIG PROPERTY MANAGEMENT CENTER SQUARE LLC,1
45,Minoan Capital Pty Ltd,MINOAN CAPITAL PTY LTD,1
17,MY LLC,"SRE TKC CHARLESTON IV, LLC",0
55,"Price-Poore House, LLC","Price-Poore House, LLC",1
25,My LLC,"Wilks Ranch Texas, LTD",0
14,MY LLC,"Adairsville GA, LLC",0
70,Mundo Talio SL,Mundo Talio SL,1
36,MY LLC,PINAL COUNTY,0
8,"Village Corner, LLC","Village Corner, LLC",1
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
52,Visions Federal Credit Union,VISIONS FEDERAL CREDIT UNION,1
19,MY LLC,Chicago Executive Airport,0
43,MY LLC,"Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
15,MY LLC,"Narcoossee Acquisitions, LLC",0
21,MY LLC,"INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",0
59,My LLC,"GIFFORD INVESTMENTS, INC.",0
96,My LLC,"UCB, INC.",0
47,"Apple Moving, Inc.","Apple Moving, Inc.",1
3,The name of the lessor in the agreement is My LLC.,The Wheelership LLC,0
57,My LLC,Queen Mary Bioenterprises Limited,0
16,"Exponent Realty, LLC","EXPONENT REALTY, LLC",1
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
6,MY LLC,Hooten Non Exempt Family Trust B,0
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
86,ALC Aircraft Limited,ALC Aircraft Limited,1
95,Mo Industripark AS,Mo Industripark AS,1
26,My LLC,"ARE-708 QUINCE ORCHARD, LLC",0
20,"UP 64 SIDNEY STREET, LLC","UP 64 SIDNEY STREET, LLC",1
44,"Wisconsin Fertility and Reproductive Associates, S.C.","Taylyn Holdings, LLC",0
63,"Hangzhou Zhexin Information Technology Co., LTD","Hangzhou Zhexin Information Technology Co., LTD",1
50,My LLC,NWP BUILDING 20 LLC,0
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
41,My LLC,"BERNARDO WINDELL, LLC",0
93,MY LLC,"Penta Partners, LLC",0
61,"Overlook At Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
31,My LLC,CTROOK002 LLC,0
2,Augmedix Bangladesh Ltd.,Sony Chocolate Industries Ltd,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
7,My LLC,"AR Industrial No. 1, Ltd",0
24,"APT Cowork, LLC","APT Cowork, LLC",1
71,Steven Atkinson,Steven and Janet Atkinson,0
56,"Ciner Wyoming, LLC",State of Wyoming,0
98,"Beijing Hontao Management Consulting Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",1
