Lease,Answer,Real answer,Correct
1,2027-01-25,2027-01-25,1
2,,2029-03-31,0
4,2021-07-31,2021-07-31,1
5,2012-03-31,2005-03-31,0
6,2024-06-01,2023-08-01,0
7,2022-01-31,2020-01-31,0
10,2020-01-31,2020-01-31,1
11,2027-02-28,2027-02-28,1
12,2023-09-01,2025-09-01,0
13,2022-09-30,2022-09-30,1
14,2033-12-31,2033-12-01,0
15,2022-03-31,2022-11-01,0
16,5:00 p.m. on the last day of such period,2019-03-31,0
17,2026-04-30,2026-08-01,0
20,2020-10-__,2032-02-29,0
21,2027-10-01,2017-10-31,0
22,2023-05-24,2035-02-01,0
23,2027-10-09,2017-10-09,0
25,2023-06-30,2033-11-01,0
26,2019-11-30,2029-12-01,0
28,Unknown,2014-09-01,0
29,2026-08-31,2026-08-31,1
31,2037-01-31,2037-09-01,0
32,Unknown,2031-02-01,0
33,2023-01-31,2023-01-31,1
34,,2023-01-31,0
35,2022-10-31,2022-10-31,1
38,2036-04-30,2036-12-01,0
39,2026-10-31,2026-10-31,1
40,unknown,2027-02-01,0
41,unknown,2027-02-01,0
43,2023-07-31,2023-06-30,0
44,2023-07-01,2033-06-01,0
45,,2023-01-31,0
46,2021-08-10,2028-12-01,0
47,2025-01-01,2025-01-01,1
48,2027-10-31,2027-10-31,1
51,2023-09-30,2023-09-30,1
52,2024-12-31,2024-12-31,1
53,2024-06-01,2023-08-01,0
54,2029-08-01,2028-08-01,0
55,2023-12-31,2023-12-31,1
56,2023-09-01,2029-08-01,0
57,2025-10-20,2027-10-19,0
58,,2026-02-28,0
59,,2016-02-29,0
60,Unknown,2027-04-01,0
61,N/A,2020-12-31,0
62,,2023-09-30,0
63,2022-10-05,2022-10-05,1
64,2021-01-18,2024-01-17,0
65,,2022-01-17,0
66,2029-08-01,2029-08-01,1
67,Unknown,2023-08-07,0
68,Unknown,2029-11-01,0
70,,2021-07-01,0
71,2027-03-31,2029-04-01,0
72,2027-03-31,2029-04-01,0
73,,2028-03-01,0
74,2020-12-31,2020-12-31,1
75,2022-04-30,2022-04-30,1
76,2019-12-20,2019-06-28,0
77,2026-06-01,2026-05-01,0
78,Unknown,2026-12-01,0
79,2022-10-02,2022-10-02,1
80,2021-10-31,2021-10-31,1
81,2022-12-21,2022-12-21,1
82,2022-12-21,2022-12-21,1
83,2022-12-01,2026-12-01,0
84,2026-04-30,2026-05-01,0
85,2022-04-30,2022-04-30,1
86,2028-03-01,2028-03-01,1
88,2027-03-31,2027-04-01,0
89,2027-10-19,2027-10-19,1
90,2023-07-01,2021-10-31,0
91,Unknown,2021-12-22,0
92,2022-10-02,2022-10-02,1
93,2018-01-29,2023-06-30,0
94,1988-02-08,2138-12-01,0
96,Unknown,2022-12-31,0
97,2026-10-31,2026-10-31,1
98,2022-03-29,2022-03-29,1
99,Unknown,2025-01-31,0
100,Unknown,2023-08-07,0
