Lease,Answer,Real answer,Correct
1,"BarBell Real Estate & HVE, Inc.","BarBell Real Estate, LLC",1
3,The Wheelership LLC a New York Limited Liability Company,The Wheelership LLC,0
4,"Venable Tenant, LLC","Venable Tenant, LLC",1
5,Marathon Business,Wyomissing Professional Center III Limited Partnership,0
7,"AR Industrial No. 1, Ltd.","AR Industrial No. 1, Ltd",1
8,Landlord,"Village Corner, LLC",0
9,GH4 Partners LLC,GH4 Partners LLC,1
10,Landlord,"YESCO Properties, LLC",0
16,"Exponent Realty, L.L.C.","EXPONENT REALTY, LLC",1
17,Landlord,"SRE TKC CHARLESTON IV, LLC",0
18,"Boyer Research Park Associates X, L.C., a Utah limited liability company, by its Manager","BOYER RESEARCH PARK ASSOCIATES X, L.C.",0
19,Executive Director Chicago Executive Airport,Chicago Executive Airport,0
20,"UP 64 SIDNEY STREET, LLC","UP 64 SIDNEY STREET, LLC",1
21,"Industrial Developments International, Inc.","INDUSTRIAL DEVELOPMENTS INTERNATIONAL, INC.",1
22,"ARE-MA REGION NO. 75, LLC, a Delaware limited liability company","ARE-MA REGION NO. 75, LLC",0
24,"APT Cowork, LLC, a Delaware limited liability company","APT Cowork, LLC",0
25,Landlord,"Wilks Ranch Texas, LTD",0
26,"ARE-708 Quince Orchard, LLC, a Delaware limited liability company","ARE-708 QUINCE ORCHARD, LLC",0
28,IAMSA,"Industrias Asociadas Maquiladoras, S.A. de C.V.",0
29,F.E.R. Fischer Edelstahlrohre GmbH,fischer group SE & Co. KG,0
31,"Oak Street Real Estate Capital, LLC",CTROOK002 LLC,0
32,"ARE-SAN Francisco No. 63, LLC, a Delaware limited liability company","ARE-SAN FRANCISCO NO. 63, LLC",0
33,Real Estate Investing. East. Smart. For Everyone,Landa Properties LLC,0
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
35,Real Estate Investing. East. Smart. For Everyone,Landa Properties LLC,0
37,Landlord,Anthony Nigel Sampson,0
38,"ARE-SD Region No. 71, LLC, a Delaware limited liability company","ARE-SD REGION NO. 71, LLC",0
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
43,"Hudson Towers at Shore Center, LLC, a Delaware limited liability company","Hudson Towers at Shore Center, LLC, a Delaware limited liability company",1
44,Landlord,"Taylyn Holdings, LLC",0
45,Gregory Vizirgianakis,MINOAN CAPITAL PTY LTD,0
46,"Upper Cheaspeake Flex One, LLC","UPPER CHEASPEAKE FLEX ONE, LLC",1
47,Landlord,"Apple Moving, Inc.",0
48,Landlord,Sunrise Nominee Trust,0
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
51,Phil Bosua,Phil Bosua,1
54,Trustmark National Bank,Trustmark National Bank,1
57,"Queen Mary and Westfield College, University of London.",Queen Mary Bioenterprises Limited,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
60,Kathryn Atkinson,Kathryn Joy Atkinson,1
61,"Overlook At Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,"Hangzhou Zhexin Information Technology Co., LTD","Hangzhou Zhexin Information Technology Co., LTD",1
64,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
67,McClellan Farm,McCLELLAN FARM,1
69,"105 W. First Street Owner, L.L.C.","105 W. First Street Owner, L.L.C.",1
70,Mundo Talio SL,Mundo Talio SL,1
71,Steven Atkinson,Steven and Janet Atkinson,0
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,"5550 Nicollet, LLC.","5550 Nicollet, LLC",1
75,Landlord,"HP LUMINA, LLC",0
76,Jerry Zarcone,TARGET GROUP INC.,0
77,Landlord,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,Ailanthus L.L.C.,Ailanthus L.L.C.,1
81,VT Aviation Leasing LLC,VT Aviation Leasing LLC,1
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
85,Landlord,"HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,Steven Atkinson,Steven and Janet Atkinso,0
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
91,Lessor is a validly organized limited liability company under the laws of the State of Delaware.,"WESTWIND ACQUISITION COMPANY, L.L.C.",0
92,Ever Winland Limited,Ever Winland Limited,1
93,Landlord,"Penta Partners, LLC",0
94,"In this agreement, the lessor is referred to as V G Instruments Group Limited.",THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,"UCB, Inc., a Delaware corporation","UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Luji Technology Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",0
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
100,McClellan Farm,McCLELLAN FARM,1
