Lease,Answer,Real answer,Correct
1,0,1.0,0
2,1,1.0,1
3,1,1.0,1
4,1,1.0,1
5,0,1.0,0
6,1,1.0,1
7,1,1.0,1
8,0,1.0,0
9,0,0.0,1
10,0,1.0,0
11,1,1.0,1
12,0,1.0,0
13,0,1.0,0
14,0,1.0,0
15,0,0.0,1
16,0,1.0,0
17,0,0.0,1
18,0,0.0,1
19,1,1.0,1
20,1,1.0,1
21,0,1.0,0
22,0,1.0,0
23,0,1.0,0
24,1,1.0,1
25,0,1.0,0
26,0,1.0,0
27,0,1.0,0
28,1,1.0,1
29,1,1.0,1
30,0,1.0,0
31,1,0.0,0
32,0,1.0,0
33,0,0.0,1
34,0,0.0,1
35,0,0.0,1
36,1,1.0,1
38,0,1.0,0
39,1,1.0,1
40,1,1.0,1
41,1,1.0,1
42,0,0.0,1
43,0,1.0,0
44,0,1.0,0
45,0,0.0,1
46,0,1.0,0
47,0,0.0,1
48,0,1.0,0
49,0,0.0,1
50,0,0.0,1
51,0,1.0,0
52,0,1.0,0
53,1,1.0,1
54,0,0.0,1
55,0,1.0,0
56,0,0.0,1
57,1,1.0,1
58,0,1.0,0
59,0,1.0,0
60,1,1.0,1
61,0,1.0,0
62,0,1.0,0
63,0,1.0,0
64,1,1.0,1
65,0,1.0,0
66,0,0.0,1
67,0,1.0,0
68,0,0.0,1
70,1,1.0,1
71,1,1.0,1
72,1,1.0,1
73,1,0.0,0
74,1,1.0,1
75,1,1.0,1
76,0,0.0,1
77,0,1.0,0
78,0,1.0,0
79,0,0.0,1
80,0,1.0,0
81,1,0.0,0
82,1,0.0,0
83,0,1.0,0
84,0,1.0,0
85,1,1.0,1
86,0,0.0,1
87,0,0.0,1
88,1,1.0,1
89,1,1.0,1
90,1,1.0,1
91,1,1.0,1
92,0,0.0,1
93,0,1.0,0
94,0,0.0,1
95,0,1.0,0
96,1,1.0,1
97,1,1.0,1
98,1,1.0,1
99,0,1.0,0
100,0,1.0,0
